customer_id,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_segment
2178,630,1,340.39,3,3,2,3,Potential Loyalists
2180,790,1,195.42,2,3,1,2,Customers Needing Attention
2181,1239,1,192.42,1,3,1,2,Hibernating
2182,1250,0.4,515.61,1,3,3,3,At Risk
2183,1108,0.25,439.94,2,3,3,3,Customers Needing Attention
2185,184,1,439.32,5,3,3,3,Loyal Customers
2187,245,1,483.84,4,3,3,3,Potential Loyalists
2188,1607,1,372.91,1,3,2,3,At Risk
2189,1616,0.222222222,266.16,1,3,2,3,At Risk
2190,1719,1,166.99,1,3,1,2,Hibernating
2191,1111,1,491.03,2,3,3,3,Customers Needing Attention
2192,771,1,449.89,3,3,3,3,Potential Loyalists
2193,1079,1,266.19,2,3,2,3,Customers Needing Attention
2194,80,0.0625,586.64,5,1,4,3,Loyal Customers
2195,388,0.078947368,1003.83,4,1,5,3,Potential Loyalists
2196,80,0.078947368,593.86,5,1,4,3,Loyal Customers
2198,626,0.09375,954.23,3,2,5,4,Loyal Customers
2199,1317,1,25.02,1,3,1,2,Hibernating
2200,1024,1,253.2,2,3,2,3,Customers Needing Attention
2202,1415,1,303.9,1,3,2,3,At Risk
2204,824,0.107142857,700.15,2,2,4,3,Customers Needing Attention
2206,827,0.129032258,1201.82,2,2,5,4,At Risk
2207,1741,1,73.38,1,3,1,2,Hibernating
2208,803,0.1,443.4,2,2,3,3,Customers Needing Attention
2209,575,0.133333333,187.11,3,2,1,2,Customers Needing Attention
2210,1521,0.142857143,483.96,1,3,3,3,At Risk
2212,137,0.066666667,820.97,5,1,5,3,Loyal Customers
2213,50,0.181818182,590.88,5,3,4,4,Champions
2215,511,0.222222222,688.66,3,3,4,4,Loyal Customers
2217,1606,1,283.98,1,3,2,3,At Risk
2218,160,1,487.81,5,3,3,3,Loyal Customers
2219,488,0.222222222,569.11,3,3,4,4,Loyal Customers
2220,1821,1,101.62,1,3,1,2,Hibernating
2222,1597,0.4,593.93,1,3,4,4,Cant Lose Them
2225,1936,1,291.23,1,3,2,3,At Risk
2226,963,0.1,187.54,2,2,1,2,Customers Needing Attention
2227,1347,1,445.17,1,3,3,3,At Risk
2228,65,0.136363636,591.21,5,3,4,4,Champions
2229,311,0.098039216,912.75,4,2,5,4,Loyal Customers
2230,391,0.133333333,1173.79,4,2,5,4,Loyal Customers
2231,950,0.105263158,476.23,2,2,3,3,Customers Needing Attention
2232,941,2,763.41,2,5,4,5,At Risk
2233,604,0.090909091,439.65,3,2,3,3,Potential Loyalists
2234,77,0.093023256,1007.86,5,2,5,4,Champions
2236,1205,1,149.58,2,3,1,2,Customers Needing Attention
2237,1172,0.3,1019.08,2,3,5,4,At Risk
2238,213,1,330.99,4,3,2,3,Potential Loyalists
2240,380,0.041666667,351.71,4,1,2,2,Potential Loyalists
2241,260,1,102.22,4,3,1,2,Potential Loyalists
2243,1355,1,185.96,1,3,1,2,Hibernating
2244,12,0.047619048,949.01,5,1,5,3,Loyal Customers
2245,53,0.086206897,1582.91,5,2,5,4,Champions
2246,1798,1,277.73,1,3,2,3,At Risk
2248,368,1,43.78,4,3,1,2,Potential Loyalists
2249,256,0.103448276,488.12,4,2,3,3,Potential Loyalists
2250,93,0.051724138,770.01,5,1,4,3,Loyal Customers
2251,1638,0.333333333,785.63,1,3,4,4,Cant Lose Them
2252,211,0.222222222,439.55,4,3,3,3,Potential Loyalists
2253,5,0.033898305,629.51,5,1,4,3,Loyal Customers
2255,1729,1,135.49,1,3,1,2,Hibernating
2256,459,1,329.25,4,3,2,3,Potential Loyalists
2257,483,1,198.92,3,3,1,2,Customers Needing Attention
2258,368,0.057692308,581.45,4,1,4,3,Potential Loyalists
2261,1056,1,346.6,2,3,2,3,Customers Needing Attention
2262,409,0.093023256,1082.88,4,2,5,4,Loyal Customers
2264,510,0.2,623.6,3,3,4,4,Loyal Customers
2265,494,1,494.95,3,3,3,3,Potential Loyalists
2266,502,1,220.38,3,3,2,3,Potential Loyalists
2267,907,0.129032258,852.9,2,2,5,4,At Risk
2268,797,0.115384615,901.66,2,2,5,4,At Risk
2269,1015,1,194.09,2,3,1,2,Customers Needing Attention
2270,10,0.272727273,622.29,5,3,4,4,Champions
2271,638,1,338.98,3,3,2,3,Potential Loyalists
2272,1601,0.166666667,770.55,1,3,4,4,Cant Lose Them
2273,1806,1,19.22,1,3,1,2,Hibernating
2274,1187,0.375,912.09,2,3,5,4,At Risk
2275,620,0.1,695.59,3,2,4,3,Potential Loyalists
2276,956,1,75.02,2,3,1,2,Customers Needing Attention
2279,1015,1,345.2,2,3,2,3,Customers Needing Attention
2280,742,1,72.32,3,3,1,2,Customers Needing Attention
2282,1665,1,180.95,1,3,1,2,Hibernating
2283,1716,1,428.13,1,3,3,3,At Risk
2284,771,0.142857143,452.11,3,3,3,3,Potential Loyalists
2285,587,0.166666667,636.62,3,3,4,4,Loyal Customers
2287,608,0.081081081,753.16,3,2,4,3,Potential Loyalists
2288,307,1,304,4,3,2,3,Potential Loyalists
2289,1273,1,44.37,1,3,1,2,Hibernating
2290,706,0.166666667,612.58,3,3,4,4,Loyal Customers
2291,232,0.096774194,638.9,4,2,4,3,Potential Loyalists
2292,1262,0.105263158,351.1,1,2,2,2,Hibernating
2294,93,0.133333333,737.71,5,2,4,3,Loyal Customers
2295,1344,1,461.89,1,3,3,3,At Risk
2296,629,1,89.38,3,3,1,2,Customers Needing Attention
2297,1547,1,476.1,1,3,3,3,At Risk
2298,419,0.129032258,1081.58,4,2,5,4,Loyal Customers
2300,169,0.095238095,721.6,5,2,4,3,Loyal Customers
2301,1016,0.333333333,822.59,2,3,5,4,At Risk
2302,1815,1,152.61,1,3,1,2,Hibernating
2303,1288,0.2,237.76,1,3,2,3,At Risk
2304,1911,1,379.3,1,3,2,3,At Risk
2307,1303,0.142857143,168.74,1,3,1,2,Hibernating
2308,84,1,279.96,5,3,2,3,Loyal Customers
2309,283,0.093023256,1245.4,4,2,5,4,Loyal Customers
2310,508,0.073170732,792.33,3,1,5,3,Potential Loyalists
2311,1220,1,113.18,2,3,1,2,Customers Needing Attention
2312,406,0.068181818,1180.25,4,1,5,3,Potential Loyalists
2314,617,0.105263158,446.88,3,2,3,3,Potential Loyalists
2315,528,0.068181818,1025.31,3,1,5,3,Potential Loyalists
2316,1827,1,264.08,1,3,2,3,At Risk
2317,410,1,303.04,4,3,2,3,Potential Loyalists
2318,1823,0.5,737.07,1,3,4,4,Cant Lose Them
2320,537,0.065217391,718.19,3,1,4,3,Potential Loyalists
2321,1464,1,365.48,1,3,2,3,At Risk
2322,610,1,343.66,3,3,2,3,Potential Loyalists
2323,1666,0.25,115.91,1,3,1,2,Hibernating
2324,437,0.051282051,672.74,4,1,4,3,Potential Loyalists
2326,25,0.181818182,506.87,5,3,3,3,Loyal Customers
2328,681,1,50.49,3,3,1,2,Customers Needing Attention
2329,120,0.115384615,1833.18,5,2,5,4,Champions
2330,117,0.078947368,392.86,5,1,3,2,Potential Loyalists
2333,192,0.038461538,645.29,5,1,4,3,Loyal Customers
2334,361,0.25,891.34,4,3,5,4,Loyal Customers
2335,900,1,159.09,2,3,1,2,Customers Needing Attention
2336,67,0.049180328,687.65,5,1,4,3,Loyal Customers
2337,1131,1,193.71,2,3,1,2,Customers Needing Attention
2338,1558,1,484.24,1,3,3,3,At Risk
2339,1763,1,386.64,1,3,3,3,At Risk
2341,1274,0.5,668.13,1,3,4,4,Cant Lose Them
2342,112,1,242.05,5,3,2,3,Loyal Customers
2343,916,0.125,624.61,2,2,4,3,Customers Needing Attention
2345,1271,0.25,521.59,1,3,3,3,At Risk
2346,16,0.108108108,903.82,5,2,5,4,Champions
2347,1104,1,170.78,2,3,1,2,Customers Needing Attention
2348,1699,1,461.57,1,3,3,3,At Risk
2349,451,0.06,1020.23,4,1,5,3,Potential Loyalists
2350,615,0.111111111,986.6,3,2,5,4,Loyal Customers
2352,529,0.107142857,644.8,3,2,4,3,Potential Loyalists
2353,346,1,179.68,4,3,1,2,Potential Loyalists
2354,873,0.12,463.33,2,2,3,3,Customers Needing Attention
2356,1405,0.181818182,502.44,1,3,3,3,At Risk
2358,535,1,405.04,3,3,3,3,Potential Loyalists
2359,81,0.137254902,2076.7,5,3,5,4,Champions
2360,1068,1,388.11,2,3,3,3,Customers Needing Attention
2361,330,0.166666667,534.33,4,3,4,4,Loyal Customers
2362,486,1,344.47,3,3,2,3,Potential Loyalists
2363,836,1,381.84,2,3,2,3,Customers Needing Attention
2364,491,0.1,775.06,3,2,4,3,Potential Loyalists
2365,3,0.090909091,705.05,5,2,4,3,Loyal Customers
2366,659,1,374.38,3,3,2,3,Potential Loyalists
2367,198,0.081081081,608.51,5,2,4,3,Loyal Customers
2368,1504,1,488.25,1,3,3,3,At Risk
2369,1803,1,161.85,1,3,1,2,Hibernating
2371,38,0.063829787,415.03,5,1,3,2,Potential Loyalists
2373,217,1,305.72,4,3,2,3,Potential Loyalists
2375,198,0.111111111,553.29,5,2,4,3,Loyal Customers
2376,358,0.15,1514.66,4,3,5,4,Loyal Customers
2377,520,1,170.85,3,3,1,2,Customers Needing Attention
2380,648,0.166666667,425.11,3,3,3,3,Potential Loyalists
2381,501,0.107142857,757.14,3,2,4,3,Potential Loyalists
2382,977,1,213.1,2,3,1,2,Customers Needing Attention
2383,523,0.102564103,700.24,3,2,4,3,Potential Loyalists
2386,233,0.076923077,1208.37,4,1,5,3,Potential Loyalists
2387,1184,1,77.24,2,3,1,2,Customers Needing Attention
2388,51,0.133333333,1076.1,5,2,5,4,Champions
2389,170,1,404.68,5,3,3,3,Loyal Customers
2390,1747,1,230.87,1,3,2,3,At Risk
2391,511,0.117647059,898.93,3,2,5,4,Loyal Customers
2392,151,0.089285714,1086.16,5,2,5,4,Champions
2393,272,0.086956522,978.79,4,2,5,4,Loyal Customers
2395,327,0.142857143,392.98,4,3,3,3,Potential Loyalists
2396,477,0.1,216.05,3,2,1,2,Customers Needing Attention
2398,1028,1,221.3,2,3,2,3,Customers Needing Attention
2399,1572,1,372.7,1,3,2,3,At Risk
2402,197,0.057692308,1230.6,5,1,5,3,Loyal Customers
2403,592,2,782.7,3,5,4,5,Loyal Customers
2405,78,0.15,579.63,5,3,4,4,Champions
2406,537,0.095238095,448.58,3,2,3,3,Potential Loyalists
2407,1598,0.428571429,977.75,1,3,5,4,Cant Lose Them
2408,904,1,327.77,2,3,2,3,Customers Needing Attention
2409,228,0.121212121,1036.63,4,2,5,4,Loyal Customers
2410,228,0.107142857,586.78,4,2,4,3,Potential Loyalists
2411,7,0.042553191,637.3,5,1,4,3,Loyal Customers
2412,715,0.176470588,888.44,3,3,5,4,Loyal Customers
2414,1280,0.166666667,1100.94,1,3,5,4,Cant Lose Them
2415,607,0.307692308,1556.54,3,3,5,4,Loyal Customers
2416,632,0.111111111,645.17,3,2,4,3,Potential Loyalists
2417,735,0.157894737,883.3,3,3,5,4,Loyal Customers
2419,216,0.4,586.53,4,3,4,4,Loyal Customers
2421,1270,0.090909091,639.56,1,2,4,3,At Risk
2422,484,0.25,750.68,3,3,4,4,Loyal Customers
2423,648,1,337.22,3,3,2,3,Potential Loyalists
2424,519,0.096774194,862.77,3,2,5,4,Loyal Customers
2425,86,0.051724138,539.38,5,1,4,3,Loyal Customers
2426,1310,0.666666667,330.97,1,3,2,3,At Risk
2427,1929,1,264.54,1,3,2,3,At Risk
2428,1684,1,119.03,1,3,1,2,Hibernating
2429,1703,1,444.72,1,3,3,3,At Risk
2430,1178,1,49.28,2,3,1,2,Customers Needing Attention
2431,34,0.064516129,1416.93,5,1,5,3,Loyal Customers
2433,712,1,272.87,3,3,2,3,Potential Loyalists
2434,1829,1,474.98,1,3,3,3,At Risk
2435,670,0.051282051,190.17,3,1,1,1,Promising
2437,1425,1,291.22,1,3,2,3,At Risk
2438,1660,1,198.82,1,3,1,2,Hibernating
2439,811,1,232.99,2,3,2,3,Customers Needing Attention
2440,1002,1,385.54,2,3,3,3,Customers Needing Attention
2441,1101,0.083333333,251.12,2,2,2,2,Customers Needing Attention
2443,1034,1,223.99,2,3,2,3,Customers Needing Attention
2444,482,0.069767442,604.59,3,1,4,3,Potential Loyalists
2445,482,0.041666667,444.14,3,1,3,2,Customers Needing Attention
2446,732,0.1,374.11,3,2,2,2,Customers Needing Attention
2447,145,1,242.18,5,3,2,3,Loyal Customers
2448,59,0.083333333,1792.68,5,2,5,4,Champions
2449,1820,1,154.8,1,3,1,2,Hibernating
2450,53,0.051282051,847.46,5,1,5,3,Loyal Customers
2451,1277,1,488.59,1,3,3,3,At Risk
2453,142,0.09375,923.92,5,2,5,4,Champions
2456,1610,1,63.54,1,3,1,2,Hibernating
2457,479,0.08,464.33,3,2,3,3,Potential Loyalists
2458,1258,0.157894737,1053.52,1,3,5,4,Cant Lose Them
2459,485,1,56.14,3,3,1,2,Customers Needing Attention
2461,212,0.068181818,693.69,4,1,4,3,Potential Loyalists
2462,908,0.111111111,273.88,2,2,2,2,Customers Needing Attention
2463,453,0.166666667,753.01,4,3,4,4,Loyal Customers
2464,1910,1,263.8,1,3,2,3,At Risk
2465,839,0.130434783,800.35,2,2,5,4,At Risk
2467,536,0.078947368,333.16,3,1,2,2,Customers Needing Attention
2468,162,0.074074074,1116.53,5,1,5,3,Loyal Customers
2469,476,0.1,530.55,3,2,4,3,Potential Loyalists
2470,848,0.111111111,553.63,2,2,4,3,Customers Needing Attention
2471,536,1,83.34,3,3,1,2,Customers Needing Attention
2474,1037,1,69.45,2,3,1,2,Customers Needing Attention
2476,947,0.08,556.13,2,2,4,3,Customers Needing Attention
2477,22,0.105263158,1151.01,5,2,5,4,Champions
2478,120,0.285714286,719.45,5,3,4,4,Champions
2479,39,0.111111111,983.67,5,2,5,4,Champions
2480,1033,0.103448276,562.02,2,2,4,3,Customers Needing Attention
2481,807,0.285714286,715.85,2,3,4,4,At Risk
2482,485,0.111111111,625.32,3,2,4,3,Potential Loyalists
2483,845,1,348.82,2,3,2,3,Customers Needing Attention
2484,382,0.05,361.83,4,1,2,2,Potential Loyalists
2485,129,0.052631579,415.9,5,1,3,2,Potential Loyalists
2486,252,0.058823529,73.61,4,1,1,1,Promising
2487,49,1,81.32,5,3,1,2,Potential Loyalists
2488,473,1,67.83,3,3,1,2,Customers Needing Attention
2489,510,0.083333333,491.63,3,2,3,3,Potential Loyalists
2491,1938,1,17.69,1,3,1,2,Hibernating
2492,1614,1,346.56,1,3,2,3,At Risk
2493,463,0.048780488,748.31,4,1,4,3,Potential Loyalists
2494,229,0.333333333,787.66,4,3,5,4,Loyal Customers
2496,439,0.125,840.72,4,2,5,4,Loyal Customers
2497,1388,1,465.95,1,3,3,3,At Risk
2500,375,0.075,104.13,4,1,1,1,Promising
2501,9,0.045454545,359.44,5,1,2,2,Potential Loyalists
2502,185,0.090909091,597.07,5,2,4,3,Loyal Customers
2503,417,1,95.1,4,3,1,2,Potential Loyalists
2505,196,0.173913043,970.63,5,3,5,4,Champions
2506,491,0.285714286,910.85,3,3,5,4,Loyal Customers
2507,89,0.142857143,588.4,5,3,4,4,Champions
2509,701,0.133333333,703.11,3,2,4,3,Potential Loyalists
2511,760,0.2,824.16,3,3,5,4,Loyal Customers
2512,41,0.105263158,390.93,5,2,3,3,Loyal Customers
2514,1279,1,272.46,1,3,2,3,At Risk
2515,847,1,137.78,2,3,1,2,Customers Needing Attention
2516,1879,1,380.28,1,3,2,3,At Risk
2517,273,1,38.9,4,3,1,2,Potential Loyalists
2518,412,0.15,773.33,4,3,4,4,Loyal Customers
2519,68,1,136.58,5,3,1,2,Potential Loyalists
2520,618,0.095238095,413.19,3,2,3,3,Potential Loyalists
2521,347,0.095238095,1407.85,4,2,5,4,Loyal Customers
2522,792,0.142857143,625.59,2,3,4,4,At Risk
2523,775,0.090909091,592.63,3,2,4,3,Potential Loyalists
2524,394,0.083333333,869.46,4,2,5,4,Loyal Customers
2525,1405,0.111111111,400.75,1,2,3,3,At Risk
2526,1375,0.4,680.43,1,3,4,4,Cant Lose Them
2527,15,0.071428571,901.35,5,1,5,3,Loyal Customers
2528,1382,0.111111111,495.34,1,2,3,3,At Risk
2529,144,0.045454545,676.09,5,1,4,3,Loyal Customers
2531,1778,0.333333333,497.6,1,3,3,3,At Risk
2533,897,0.222222222,894.44,2,3,5,4,At Risk
2534,1019,1,52.55,2,3,1,2,Customers Needing Attention
2535,29,0.043478261,669.14,5,1,4,3,Loyal Customers
2536,166,0.066666667,290.84,5,1,2,2,Potential Loyalists
2538,63,1,59,5,3,1,2,Potential Loyalists
2540,591,0.068965517,441,3,1,3,2,Customers Needing Attention
2542,35,0.4,539.26,5,3,4,4,Champions
2543,1902,1,162.71,1,3,1,2,Hibernating
2544,380,0.081081081,549.47,4,2,4,3,Potential Loyalists
2546,1372,0.666666667,727.23,1,3,4,4,Cant Lose Them
2547,1564,0.222222222,361.48,1,3,2,3,At Risk
2548,1778,1,237.68,1,3,2,3,At Risk
2549,195,0.074074074,520.52,5,1,3,2,Potential Loyalists
2551,1083,1,496.65,2,3,3,3,Customers Needing Attention
2552,180,0.125,1523.98,5,2,5,4,Champions
2553,1550,1,361.46,1,3,2,3,At Risk
2554,1743,1,54.29,1,3,1,2,Hibernating
2555,1835,1,15.04,1,3,1,2,Hibernating
2556,944,1,250,2,3,2,3,Customers Needing Attention
2558,609,1,58.2,3,3,1,2,Customers Needing Attention
2559,1563,1,10.53,1,3,1,2,Hibernating
2560,1138,0.2,298.54,2,3,2,3,Customers Needing Attention
2562,67,0.136363636,687.03,5,3,4,4,Champions
2563,1071,1,167.27,2,3,1,2,Customers Needing Attention
2564,1197,0.125,1034.61,2,2,5,4,At Risk
2565,407,0.222222222,1157.05,4,3,5,4,Loyal Customers
2567,57,0.042553191,443.9,5,1,3,2,Potential Loyalists
2570,131,0.111111111,1242.34,5,2,5,4,Champions
2571,191,0.125,782.39,5,2,4,3,Loyal Customers
2572,390,0.064516129,401.46,4,1,3,2,Potential Loyalists
2573,1312,0.375,711.86,1,3,4,4,Cant Lose Them
2574,859,0.133333333,436.03,2,2,3,3,Customers Needing Attention
2575,1501,1,247.98,1,3,2,3,At Risk
2576,137,1,109.73,5,3,1,2,Potential Loyalists
2577,1134,0.2,363.31,2,3,2,3,Customers Needing Attention
2578,1771,1,382.48,1,3,2,3,At Risk
2579,116,1,244.12,5,3,2,3,Loyal Customers
2581,748,1,329.33,3,3,2,3,Potential Loyalists
2582,72,0.1,938.29,5,2,5,4,Champions
2584,801,0.105263158,512.04,2,2,3,3,Customers Needing Attention
2585,1083,1,345.26,2,3,2,3,Customers Needing Attention
2587,49,0.285714286,461.59,5,3,3,3,Loyal Customers
2588,183,0.076923077,641.25,5,1,4,3,Loyal Customers
2590,595,0.133333333,693.53,3,2,4,3,Potential Loyalists
2592,1708,1,125.05,1,3,1,2,Hibernating
2593,917,1,247.41,2,3,2,3,Customers Needing Attention
2595,587,0.076923077,519.21,3,1,3,2,Customers Needing Attention
2596,1242,0.210526316,874.2,1,3,5,4,Cant Lose Them
2598,409,1,48.94,4,3,1,2,Potential Loyalists
2599,1016,1,384.9,2,3,3,3,Customers Needing Attention
2600,869,0.136363636,737.6,2,3,4,4,At Risk
2601,1596,1,295.65,1,3,2,3,At Risk
2603,146,1,405.12,5,3,3,3,Loyal Customers
2604,926,0.133333333,235,2,2,2,2,Customers Needing Attention
2605,199,0.117647059,578.87,5,2,4,3,Loyal Customers
2607,855,1,372.55,2,3,2,3,Customers Needing Attention
2608,106,0.054054054,380.32,5,1,2,2,Potential Loyalists
2609,234,0.086956522,1350.43,4,2,5,4,Loyal Customers
2610,306,0.068965517,395.38,4,1,3,2,Potential Loyalists
2612,1514,1,39.7,1,3,1,2,Hibernating
2613,1520,1,75.65,1,3,1,2,Hibernating
2614,569,0.097560976,928.53,3,2,5,4,Loyal Customers
2615,231,0.1,1090.83,4,2,5,4,Loyal Customers
2616,841,0.060606061,266.09,2,1,2,2,Customers Needing Attention
2617,706,1,288.5,3,3,2,3,Potential Loyalists
2618,1233,1,425.41,1,3,3,3,At Risk
2620,1177,0.117647059,458.5,2,2,3,3,Customers Needing Attention
2622,751,0.08,783.42,3,2,4,3,Potential Loyalists
2623,107,0.068965517,860.92,5,1,5,3,Loyal Customers
2624,1521,1,200.65,1,3,1,2,Hibernating
2625,228,0.0625,972.05,4,1,5,3,Potential Loyalists
2626,282,0.5,557.55,4,3,4,4,Loyal Customers
2627,819,1,275.47,2,3,2,3,Customers Needing Attention
2629,1684,1,169.36,1,3,1,2,Hibernating
2630,283,1,22.7,4,3,1,2,Potential Loyalists
2631,534,0.153846154,293.15,3,3,2,3,Potential Loyalists
2632,644,1,212.51,3,3,1,2,Customers Needing Attention
2633,481,0.228571429,1716.54,3,3,5,4,Loyal Customers
2634,592,0.2,269.37,3,3,2,3,Potential Loyalists
2635,796,0.088235294,1048.38,2,2,5,4,At Risk
2636,351,0.285714286,660.6,4,3,4,4,Loyal Customers
2637,40,0.047619048,836.67,5,1,5,3,Loyal Customers
2638,1320,1,45.9,1,3,1,2,Hibernating
2639,257,0.105263158,771.37,4,2,4,3,Potential Loyalists
2640,737,0.076923077,660.44,3,1,4,3,Potential Loyalists
2641,572,0.090909091,1097.72,3,2,5,4,Loyal Customers
2643,1366,1,220.43,1,3,2,3,At Risk
2644,206,0.176470588,869.41,5,3,5,4,Champions
2645,1133,1,369.8,2,3,2,3,Customers Needing Attention
2646,235,0.129032258,871.72,4,2,5,4,Loyal Customers
2647,1589,1,64.72,1,3,1,2,Hibernating
2651,1648,0.5,388.52,1,3,3,3,At Risk
2652,1738,1,199.73,1,3,1,2,Hibernating
2654,150,0.06122449,925.9,5,1,5,3,Loyal Customers
2655,261,0.081081081,874.52,4,2,5,4,Loyal Customers
2656,1067,1,197.14,2,3,1,2,Customers Needing Attention
2658,348,1,365.33,4,3,2,3,Potential Loyalists
2659,259,0.230769231,1682.63,4,3,5,4,Loyal Customers
2660,1282,1,221.09,1,3,2,3,At Risk
2661,10,0.117647059,1187.24,5,2,5,4,Champions
2662,1290,1,276.79,1,3,2,3,At Risk
2663,33,0.115384615,603.08,5,2,4,3,Loyal Customers
2664,398,1,94.96,4,3,1,2,Potential Loyalists
2665,234,1,48.51,4,3,1,2,Potential Loyalists
2666,1888,1,445.85,1,3,3,3,At Risk
2667,124,1,457.44,5,3,3,3,Loyal Customers
2668,512,0.048780488,505.33,3,1,3,2,Customers Needing Attention
2669,1891,1,413.57,1,3,3,3,At Risk
2670,920,0.060606061,502.77,2,1,3,2,Customers Needing Attention
2671,827,1,27.32,2,3,1,2,Customers Needing Attention
2672,458,1,82.17,4,3,1,2,Potential Loyalists
2673,627,1,195.6,3,3,1,2,Customers Needing Attention
2674,824,0.357142857,519.38,2,3,3,3,Customers Needing Attention
2675,1478,1,193.55,1,3,1,2,Hibernating
2677,573,0.133333333,749.38,3,2,4,3,Potential Loyalists
2678,107,0.078431373,669.29,5,1,4,3,Loyal Customers
2679,526,0.076923077,597.31,3,1,4,3,Potential Loyalists
2680,239,0.083333333,845.45,4,2,5,4,Loyal Customers
2681,303,0.153846154,716.81,4,3,4,4,Loyal Customers
2682,1079,0.2,908.76,2,3,5,4,At Risk
2684,404,0.133333333,1009.25,4,2,5,4,Loyal Customers
2685,49,1,448.19,5,3,3,3,Loyal Customers
2686,760,0.1,350.27,3,2,2,2,Customers Needing Attention
2687,631,0.166666667,446.06,3,3,3,3,Potential Loyalists
2688,285,1,144.48,4,3,1,2,Potential Loyalists
2689,879,0.083333333,620.17,2,2,4,3,Customers Needing Attention
2690,1412,1,83.96,1,3,1,2,Hibernating
2691,893,1,129.41,2,3,1,2,Customers Needing Attention
2692,851,1,286.87,2,3,2,3,Customers Needing Attention
2693,195,0.5,247.58,5,3,2,3,Loyal Customers
2694,948,1,525.88,2,3,3,3,Customers Needing Attention
2696,117,0.1,1468.22,5,2,5,4,Champions
2697,1067,0.15,819.69,2,3,5,4,At Risk
2698,998,0.125,441.39,2,2,3,3,Customers Needing Attention
2699,1233,1,213.85,1,3,1,2,Hibernating
2701,1191,0.5,581.31,2,3,4,4,At Risk
2702,505,0.046511628,611.79,3,1,4,3,Potential Loyalists
2703,430,1,384.15,4,3,2,3,Potential Loyalists
2704,21,1,27.44,5,3,1,2,Potential Loyalists
2705,18,1,53,5,3,1,2,Potential Loyalists
2707,365,0.060606061,564.71,4,1,4,3,Potential Loyalists
2708,881,1,60.96,2,3,1,2,Customers Needing Attention
2709,248,0.666666667,378.94,4,3,2,3,Potential Loyalists
2710,438,0.08,895.82,4,2,5,4,Loyal Customers
2711,310,0.074074074,714.6,4,1,4,3,Potential Loyalists
2713,704,1,395.77,3,3,3,3,Potential Loyalists
2714,1104,1,113.23,2,3,1,2,Customers Needing Attention
2716,238,0.130434783,493.3,4,2,3,3,Potential Loyalists
2717,517,1,50.67,3,3,1,2,Customers Needing Attention
2718,450,0.046511628,391.54,4,1,3,2,Potential Loyalists
2719,1838,1,443.47,1,3,3,3,At Risk
2722,1510,1,73.73,1,3,1,2,Hibernating
2723,445,0.068181818,874.62,4,1,5,3,Potential Loyalists
2724,540,0.125,597.64,3,2,4,3,Potential Loyalists
2727,1481,1,491.38,1,3,3,3,At Risk
2728,1828,1,223.82,1,3,2,3,At Risk
2730,667,1,335.47,3,3,2,3,Potential Loyalists
2731,97,1,457.92,5,3,3,3,Loyal Customers
2732,408,1,62.09,4,3,1,2,Potential Loyalists
2733,109,0.117647059,484.1,5,2,3,3,Loyal Customers
2734,882,0.142857143,1055.76,2,3,5,4,At Risk
2735,305,0.105263158,951.26,4,2,5,4,Loyal Customers
2736,639,0.111111111,615.88,3,2,4,3,Potential Loyalists
2737,296,0.108108108,1409.16,4,2,5,4,Loyal Customers
2738,894,0.5,629.72,2,3,4,4,At Risk
2740,379,0.125,996.27,4,2,5,4,Loyal Customers
2741,1116,1,32.43,2,3,1,2,Customers Needing Attention
2742,963,1,275.76,2,3,2,3,Customers Needing Attention
2743,1894,1,364.08,1,3,2,3,At Risk
2744,5,0.070175439,1249.05,5,1,5,3,Loyal Customers
2745,255,1,52.6,4,3,1,2,Potential Loyalists
2746,205,1,218.61,5,3,2,3,Loyal Customers
2748,419,0.081632653,1090.13,4,2,5,4,Loyal Customers
2749,1318,0.2,899.73,1,3,5,4,Cant Lose Them
2750,86,0.090909091,333.56,5,2,2,2,Potential Loyalists
2752,995,0.272727273,469.41,2,3,3,3,Customers Needing Attention
2753,28,0.074074074,1058.85,5,1,5,3,Loyal Customers
2754,77,0.036363636,618.46,5,1,4,3,Loyal Customers
2755,205,0.083333333,60.99,5,2,1,2,Potential Loyalists
2756,433,0.210526316,937.31,4,3,5,4,Loyal Customers
2759,531,1,184.56,3,3,1,2,Customers Needing Attention
2760,607,0.076923077,110.3,3,1,1,1,Promising
2761,1102,0.666666667,362.14,2,3,2,3,Customers Needing Attention
2763,18,0.085106383,1159.78,5,2,5,4,Champions
2764,1378,0.117647059,475.44,1,2,3,3,At Risk
2765,4,0.075471698,1265.38,5,1,5,3,Loyal Customers
2766,9,0.0625,610.31,5,1,4,3,Loyal Customers
2767,1503,1,271.45,1,3,2,3,At Risk
2768,1276,1,483.07,1,3,3,3,At Risk
2769,1127,0.1,361.56,2,2,2,2,Customers Needing Attention
2770,649,1,69.87,3,3,1,2,Customers Needing Attention
2771,72,0.08,674.23,5,2,4,3,Loyal Customers
2774,176,1,231.61,5,3,2,3,Loyal Customers
2775,924,0.074074074,661.24,2,1,4,3,Customers Needing Attention
2776,389,0.090909091,455.43,4,2,3,3,Potential Loyalists
2777,751,1,382.88,3,3,2,3,Potential Loyalists
2778,1119,0.181818182,473.01,2,3,3,3,Customers Needing Attention
2779,785,1,342.89,2,3,2,3,Customers Needing Attention
